text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @FNATIC: Well... #Worlds2019 https://t.co/Jv0duCagJn,FALSE,0,NA,2019-10-26T20:18:41Z,FALSE,NA,1188188216966422529,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ManuelHeraclio,1561,TRUE,FALSE,NA,NA
"RT @EmpolgouCBLOL: Gloriosos momentos do League of Legends

#Worlds2019 https://t.co/Yeae3wKe8o",FALSE,0,NA,2019-10-26T20:18:40Z,FALSE,NA,1188188216140189703,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ArthurCsar3,47,TRUE,FALSE,NA,NA
"RT @Attila: If Splyce win tomorrow against SKT T1, I'm getting a snake tattoo the next month #Worlds2019",FALSE,0,NA,2019-10-26T20:18:40Z,FALSE,NA,1188188212742807552,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AntonioLopezALH,132,TRUE,FALSE,NA,NA
"RT @InvenGlobal: [#Worlds2019 Press Conference ] @TeamGriffinLoL Sword on the match against IG, ""We thought we prepared well, but I think t…",FALSE,0,NA,2019-10-26T20:18:37Z,FALSE,NA,1188188203003441152,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mainyanmaimiru,17,TRUE,FALSE,NA,NA
pues a estao guapo el dia de #WorldsCuartosMadrid  #worlds2019,FALSE,0,NA,2019-10-26T20:18:35Z,FALSE,NA,1188188194598203392,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",pablo_9529,0,FALSE,FALSE,NA,NA
"RT @Attila: If Splyce win tomorrow against SKT T1, I'm getting a snake tattoo the next month #Worlds2019",FALSE,0,NA,2019-10-26T20:18:34Z,FALSE,NA,1188188189518905346,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",OnkelGelaber,132,TRUE,FALSE,NA,NA
"RT @lplenglish: Another win, and now @FPX_Esports are just 1 game away from locking themselves into a semifinal with @invgaming! #Worlds201…",FALSE,0,NA,2019-10-26T20:18:29Z,FALSE,NA,1188188168237015041,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",hi5339,104,TRUE,FALSE,NA,NA
RT @leagueofemily: A Love Letter to the LPL. #Worlds2019 https://t.co/ohno8gNAqH https://t.co/F6V3KMhtB5,FALSE,0,NA,2019-10-26T20:18:28Z,FALSE,NA,1188188165561036800,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DarkCalise,41,TRUE,FALSE,NA,NA
RT @G2esports: Well just you and us now buddy @Splyce #Worlds2019 https://t.co/JAcSPh1dk4,FALSE,0,NA,2019-10-26T20:18:18Z,FALSE,NA,1188188123974508544,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",macastillog11,74,TRUE,FALSE,NA,NA
"RT @Official_LJL: 【#Worlds2019 Knockout Stage Day 1】

本日Day 1ではLPL代表・Invictus GamingがLCK代表・Griffinに勝利、そして同じくLPL代表・FunPlus PhoenixがLEC代表・Fna…",FALSE,0,NA,2019-10-26T20:18:05Z,FALSE,NA,1188188067112214528,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Nanoka_Kagami,86,TRUE,FALSE,NA,NA
"RT @FNATIC: The blood on a battlefield comes from those who stood.

But what grows after is colours of a region proud, learned, wounded, st…",FALSE,0,NA,2019-10-26T20:17:56Z,FALSE,NA,1188188029841743873,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LuGlez96,798,TRUE,FALSE,NA,NA
RT @lolesports: The Garen hover from @RekklesLoL 😅 #Worlds2019 https://t.co/O9gShOdhab,FALSE,0,NA,2019-10-26T20:17:55Z,FALSE,NA,1188188027996258304,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MoonKnightHoe,145,TRUE,FALSE,NA,NA
@ierrejon Este fin de semana se congregan en Madrid miles de personas con motivo de los cuartos de final de los… https://t.co/hBsFAKCSht,FALSE,0,ierrejon,2019-10-26T20:17:36Z,TRUE,1188086062066864128,1188187944168939521,482389606,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SpartakusOcZ,0,FALSE,FALSE,NA,NA
RT @leagueofemily: A Love Letter to the LPL. #Worlds2019 https://t.co/ohno8gNAqH https://t.co/F6V3KMhtB5,FALSE,0,NA,2019-10-26T20:17:31Z,FALSE,NA,1188187926125002752,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Lufty,41,TRUE,FALSE,NA,NA
"RT @RiotJatt: What a day for the LPL. After only getting two teams out of groups, they go 2-0 today and force an FPX vs. iG semi-final, whi…",FALSE,0,NA,2019-10-26T20:17:30Z,FALSE,NA,1188187922916233216,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ucalck,35,TRUE,FALSE,NA,NA
RT @CaptainFlowers: I'm withdrawing from the rest of #Worlds2019. I got sick right after arriving in EU and I'm just not getting better. I'…,FALSE,0,NA,2019-10-26T20:17:12Z,FALSE,NA,1188187845489549312,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MikoEsports,126,TRUE,FALSE,NA,NA
"RT @RiotDash: Today is the day I join the #Worlds2019 broadcast, &amp; I could not be more excited!

The tournament has delivered on every leve…",FALSE,0,NA,2019-10-26T20:17:11Z,FALSE,NA,1188187842264125440,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bastiongray,48,TRUE,FALSE,NA,NA
RT @VrmtPasTaPote: fnatic #Worlds2019 https://t.co/pQNYP1F6Qo,FALSE,0,NA,2019-10-26T20:17:10Z,FALSE,NA,1188187836144590849,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Vagabre74,1,TRUE,FALSE,NA,NA
"RT @RiotJatt: What a day for the LPL. After only getting two teams out of groups, they go 2-0 today and force an FPX vs. iG semi-final, whi…",FALSE,0,NA,2019-10-26T20:17:06Z,FALSE,NA,1188187821267394565,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",adcbang,35,TRUE,FALSE,NA,NA
Siiii por fin!!!! :D!!! #Worlds2019 #LeagueofLegends https://t.co/L9CyDjkYjS,FALSE,0,NA,2019-10-26T20:17:04Z,FALSE,NA,1188187810680967169,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MRmarioBEAN,0,FALSE,FALSE,NA,NA
"@G2esports no nos falléis mañana, confio en vosotros a muerte 🤘🤘🤘🤘🤘🤘 #worlds2019",FALSE,0,G2esports,2019-10-26T20:16:53Z,FALSE,NA,1188187764996673536,1124722303,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FelipeAtletico_,0,FALSE,FALSE,NA,NA
RT @FNATIC: Well... #Worlds2019 https://t.co/Jv0duCagJn,FALSE,0,NA,2019-10-26T20:16:47Z,FALSE,NA,1188187738618716162,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Noobturn1,1561,TRUE,FALSE,NA,NA
RT @ierrejon: Este fin de semana se congregan en Madrid miles de personas con motivo de los cuartos de final de los #Worlds2019 de League o…,FALSE,0,NA,2019-10-26T20:16:46Z,FALSE,NA,1188187738476032001,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Treeksoul,607,TRUE,FALSE,NA,NA
RT @FNATIC: Well... #Worlds2019 https://t.co/Jv0duCagJn,FALSE,0,NA,2019-10-26T20:16:39Z,FALSE,NA,1188187708071567361,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Perezacerebral,1561,TRUE,FALSE,NA,NA
Day 1 #Worlds2019 https://t.co/ClULLvTktI,FALSE,5,NA,2019-10-26T20:16:38Z,FALSE,NA,1188187702711197699,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Denis1Leiro,1,FALSE,FALSE,NA,NA
RT @OGTVLoL: Fin de l'aventure pour Fnatic 😭😭 #Worlds2019 https://t.co/BhuMTHAHCL,FALSE,0,NA,2019-10-26T20:16:26Z,FALSE,NA,1188187650643152896,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",servapatrice,16,TRUE,FALSE,NA,NA
"RT @DariusExMachina: this is so lost for Griffin

this is so lost for IG

this is so lost for Griffin

this is so lost for IG

this is so l…",FALSE,0,NA,2019-10-26T20:16:14Z,FALSE,NA,1188187603339743232,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SirixelaLunacy,12,TRUE,FALSE,NA,NA
RT @sjokz: VAMOS! #WORLDS2019 🇪🇸 https://t.co/4xxh5oCVSI,FALSE,0,NA,2019-10-26T20:15:56Z,FALSE,NA,1188187528068784134,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",frankssnows,1302,TRUE,FALSE,NA,NA
"Madrid, vamos directos para mañana ver #Worlds2019 #worldscuartosMadrid https://t.co/jzbxrsfMq5",FALSE,2,NA,2019-10-26T20:15:54Z,FALSE,NA,1188187520221220865,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ashen_Wolf_,0,FALSE,FALSE,NA,NA
"No he podido twitear hasta ahora pero me da mucha pena lo de @FNATIC 😰😰😰😰😰😰😪😪😪😪😪😪

#worlds2019",FALSE,0,NA,2019-10-26T20:15:46Z,FALSE,NA,1188187485366640640,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FelipeAtletico_,0,FALSE,FALSE,NA,NA
RT @Cloud9: The #LCS teams enjoying #Worlds2019 right now https://t.co/QI1hz04ZXH,FALSE,0,NA,2019-10-26T20:15:46Z,FALSE,NA,1188187485131530240,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",migmigcrucillo,226,TRUE,FALSE,NA,NA
RT @LVPesLoL: #Worlds2019 https://t.co/f1w2LF4c7H,FALSE,0,NA,2019-10-26T20:15:45Z,FALSE,NA,1188187479544872961,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sTarKet55,12,TRUE,FALSE,NA,NA
"RT @FNATIC: The blood on a battlefield comes from those who stood.

But what grows after is colours of a region proud, learned, wounded, st…",FALSE,0,NA,2019-10-26T20:15:37Z,FALSE,NA,1188187445583585282,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Shiinsoo,798,TRUE,FALSE,NA,NA
"RT @MiercolesRepubl: Acta acusatoria del Gobierno de la República contra Alfonso XIII: 

► https://t.co/6ViNovlBkK #TourRTVE19J #TLPeticion…",FALSE,0,NA,2019-10-26T20:15:36Z,FALSE,NA,1188187440885964805,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MiercolesRepubl,1,TRUE,FALSE,NA,NA
"RT @MiercolesRepubl: ¿Conoces la historia del escudo de nuestra Segunda República?

https://t.co/3DrRJ0d6qI

https://t.co/GWORFqchrZ

https…",FALSE,0,NA,2019-10-26T20:15:33Z,FALSE,NA,1188187430513446917,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MiercolesRepubl,2,TRUE,FALSE,NA,NA
RT @sjokz: VAMOS! #WORLDS2019 🇪🇸 https://t.co/4xxh5oCVSI,FALSE,0,NA,2019-10-26T20:15:32Z,FALSE,NA,1188187425706795010,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",HelenaGonzlezV1,1302,TRUE,FALSE,NA,NA
"RT @MiercolesRepubl: «Hay que recuperar, mantener y transmitir la memoria histórica, porque se empieza en el olvido y se termina en la indi…",FALSE,0,NA,2019-10-26T20:15:31Z,FALSE,NA,1188187420338073603,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",MiercolesRepubl,9,TRUE,FALSE,NA,NA
"Hoy he visto los worlds de league of legends y digo que:

F para Fnatic 🙂🙃🙃🙂

#Worlds2019 #FNCWIN #fnatic https://t.co/wNTY3N62Ou",FALSE,0,NA,2019-10-26T20:15:31Z,FALSE,NA,1188187420094816256,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",crazyblittz,0,FALSE,FALSE,NA,NA
RT @FNATIC: Well... #Worlds2019 https://t.co/Jv0duCagJn,FALSE,0,NA,2019-10-26T20:15:30Z,FALSE,NA,1188187418815537153,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ayayayani,1561,TRUE,FALSE,NA,NA
RT @leagueofemily: Congrats to @FPX_Esports! our next semifinalists! They beat Fnatic 3-1 #Worlds2019 https://t.co/z5V9MHAlik,FALSE,0,NA,2019-10-26T20:15:27Z,FALSE,NA,1188187405381189635,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Perezacerebral,12,TRUE,FALSE,NA,NA
RT @Skeattt: Ninguém segurou o Tian #Worlds2019,FALSE,0,NA,2019-10-26T20:15:25Z,FALSE,NA,1188187396627750912,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GustavoGo_DNZ,6,TRUE,FALSE,NA,NA
"RT @FNATIC: The blood on a battlefield comes from those who stood.

But what grows after is colours of a region proud, learned, wounded, st…",FALSE,0,NA,2019-10-26T20:15:20Z,FALSE,NA,1188187374393659392,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SamusEG200,798,TRUE,FALSE,NA,NA
RT @FNATIC: Well... #Worlds2019 https://t.co/Jv0duCagJn,FALSE,0,NA,2019-10-26T20:15:11Z,FALSE,NA,1188187335973900288,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Lucass_Segura,1561,TRUE,FALSE,NA,NA
"RT @Attila: If Splyce win tomorrow against SKT T1, I'm getting a snake tattoo the next month #Worlds2019",FALSE,0,NA,2019-10-26T20:15:09Z,FALSE,NA,1188187328826789888,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",crepes4dinner,132,TRUE,FALSE,NA,NA
"RT @Esportmaniacos: SORTEO EXPRESS

Sorteamos dos entradas de #Worlds2019 para mañana.

Dale RT a este tuit y menciona a un amigo que pueda…",FALSE,0,NA,2019-10-26T20:15:08Z,FALSE,NA,1188187326939303937,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LoLJaffan,582,TRUE,FALSE,NA,NA
RT @ierrejon: Este fin de semana se congregan en Madrid miles de personas con motivo de los cuartos de final de los #Worlds2019 de League o…,FALSE,0,NA,2019-10-26T20:15:04Z,FALSE,NA,1188187307377135616,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tomasbetico07,607,TRUE,FALSE,NA,NA
RT @ierrejon: Este fin de semana se congregan en Madrid miles de personas con motivo de los cuartos de final de los #Worlds2019 de League o…,FALSE,0,NA,2019-10-26T20:15:03Z,FALSE,NA,1188187306278244352,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",j_sierram,607,TRUE,FALSE,NA,NA
"RT @FNATIC: The blood on a battlefield comes from those who stood.

But what grows after is colours of a region proud, learned, wounded, st…",FALSE,0,NA,2019-10-26T20:14:52Z,FALSE,NA,1188187257594880001,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Danikiki_,798,TRUE,FALSE,NA,NA
"RT @NastyFoxLoL: Mira Lisa, podemos ver justo el momento donde Fnatic rompe el corazón a todo Twitter 
#Worlds2019 https://t.co/keyOrpjmxU",FALSE,0,NA,2019-10-26T20:14:51Z,FALSE,NA,1188187255925547009,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Veformr,63,TRUE,FALSE,NA,NA
RT @ierrejon: Este fin de semana se congregan en Madrid miles de personas con motivo de los cuartos de final de los #Worlds2019 de League o…,FALSE,0,NA,2019-10-26T20:14:49Z,FALSE,NA,1188187246509412352,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AhmedRod10,607,TRUE,FALSE,NA,NA
"RT @InFuria_esport: Après une phase de poule extraordinaire, c'est durant les quarts de finale des #Worlds2019 que la première écurie europ…",FALSE,0,NA,2019-10-26T20:14:48Z,FALSE,NA,1188187239936868352,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MerwanP2B,2,TRUE,FALSE,NA,NA
"RT @FNATIC: The blood on a battlefield comes from those who stood.

But what grows after is colours of a region proud, learned, wounded, st…",FALSE,0,NA,2019-10-26T20:14:47Z,FALSE,NA,1188187238196224001,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Arthsaber,798,TRUE,FALSE,NA,NA
RT @FNATIC: Well... #Worlds2019 https://t.co/Jv0duCagJn,FALSE,0,NA,2019-10-26T20:14:46Z,FALSE,NA,1188187234916286464,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",imcortesthiago,1561,TRUE,FALSE,NA,NA
RT @CaptainFlowers: I'm withdrawing from the rest of #Worlds2019. I got sick right after arriving in EU and I'm just not getting better. I'…,FALSE,0,NA,2019-10-26T20:14:46Z,FALSE,NA,1188187232630382592,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Johann___17,126,TRUE,FALSE,NA,NA
"RT @Attila: If Splyce win tomorrow against SKT T1, I'm getting a snake tattoo the next month #Worlds2019",FALSE,0,NA,2019-10-26T20:14:45Z,FALSE,NA,1188187227060424704,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",juliohdez2104,132,TRUE,FALSE,NA,NA
"Après une phase de poule extraordinaire, c'est durant les quarts de finale des #Worlds2019 que la première écurie e… https://t.co/bGU9b6EZRT",FALSE,2,NA,2019-10-26T20:14:39Z,TRUE,NA,1188187205094858752,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",InFuria_esport,2,FALSE,FALSE,NA,NA
RT @sjokz: VAMOS! #WORLDS2019 🇪🇸 https://t.co/4xxh5oCVSI,FALSE,0,NA,2019-10-26T20:14:37Z,FALSE,NA,1188187196286734337,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CabreraYT,1302,TRUE,FALSE,NA,NA
RT @ierrejon: Este fin de semana se congregan en Madrid miles de personas con motivo de los cuartos de final de los #Worlds2019 de League o…,FALSE,0,NA,2019-10-26T20:14:31Z,FALSE,NA,1188187170261098497,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ManuelJimnezJa1,607,TRUE,FALSE,NA,NA
"RT @NastyFoxLoL: Mira Lisa, podemos ver justo el momento donde Fnatic rompe el corazón a todo Twitter 
#Worlds2019 https://t.co/keyOrpjmxU",FALSE,0,NA,2019-10-26T20:14:30Z,FALSE,NA,1188187167123759104,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_LittleVinny_,63,TRUE,FALSE,NA,NA
RT @PNS2991: Me parece increíble que los equipos no tengan stands en los que vender su merchandising en vistalegre ¿es cosa de la organizac…,FALSE,0,NA,2019-10-26T20:14:23Z,FALSE,NA,1188187138564730880,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Nanchuleta,1,TRUE,FALSE,NA,NA
RT @FNATIC: Well... #Worlds2019 https://t.co/Jv0duCagJn,FALSE,0,NA,2019-10-26T20:14:15Z,FALSE,NA,1188187103370366976,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",elvisSHD,1561,TRUE,FALSE,NA,NA
"RT @Lolesp_com: ¡@invgaming sella su plaza para la próxima ronda!

¡El equipo de la #LPL está un paso más cerca de obtener su segundo títul…",FALSE,0,NA,2019-10-26T20:14:15Z,FALSE,NA,1188187102707617794,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Nanchuleta,1,TRUE,FALSE,NA,NA
RT @lolesports: When you've accepted your fate... #Worlds2019 https://t.co/QxjznZBg3N,FALSE,0,NA,2019-10-26T20:14:13Z,FALSE,NA,1188187092842614790,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IagoBlancoIgle1,716,TRUE,FALSE,NA,NA
RT @lolesports: PENTAKILL FOR VIPER! #Worlds2019 https://t.co/UYSmRqzbHQ,FALSE,0,NA,2019-10-26T20:14:09Z,FALSE,NA,1188187076942090241,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JacobViper,1700,TRUE,FALSE,NA,NA
"RT @FNATIC: The blood on a battlefield comes from those who stood.

But what grows after is colours of a region proud, learned, wounded, st…",FALSE,0,NA,2019-10-26T20:14:05Z,FALSE,NA,1188187061871886336,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AnderionLee,798,TRUE,FALSE,NA,NA
RT @Cloud9: The #LCS teams enjoying #Worlds2019 right now https://t.co/QI1hz04ZXH,FALSE,0,NA,2019-10-26T20:14:03Z,FALSE,NA,1188187051507757058,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Chacoajaj,226,TRUE,FALSE,NA,NA
"RT @TeamGriffinLoL: Viper PENTAKILL!!!!!!

#FlyGriffin #worlds2019 https://t.co/csqeg1GRVm",FALSE,0,NA,2019-10-26T20:14:02Z,FALSE,NA,1188187049125437440,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dantaszin,233,TRUE,FALSE,NA,NA
"RT @FNATIC: The blood on a battlefield comes from those who stood.

But what grows after is colours of a region proud, learned, wounded, st…",FALSE,0,NA,2019-10-26T20:13:48Z,FALSE,NA,1188186989339774981,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CrinaverLol,798,TRUE,FALSE,NA,NA
"RT @FNATIC: The blood on a battlefield comes from those who stood.

But what grows after is colours of a region proud, learned, wounded, st…",FALSE,0,NA,2019-10-26T20:13:47Z,FALSE,NA,1188186985204211713,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",LunarEagle1996,798,TRUE,FALSE,NA,NA
"RT @Attila: If Splyce win tomorrow against SKT T1, I'm getting a snake tattoo the next month #Worlds2019",FALSE,0,NA,2019-10-26T20:13:47Z,FALSE,NA,1188186984201805825,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",toxicgaze,132,TRUE,FALSE,NA,NA
RT @FNATIC: Well... #Worlds2019 https://t.co/Jv0duCagJn,FALSE,0,NA,2019-10-26T20:13:26Z,FALSE,NA,1188186897404825600,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",E05132000,1561,TRUE,FALSE,NA,NA
RT @FNATIC: We live and die for this crowd. #Worlds2019 https://t.co/HkVA32ddVg,FALSE,0,NA,2019-10-26T20:13:23Z,FALSE,NA,1188186887011393542,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sxnialoha,181,TRUE,FALSE,NA,NA
RT @sjokz: VAMOS! #WORLDS2019 🇪🇸 https://t.co/4xxh5oCVSI,FALSE,0,NA,2019-10-26T20:13:17Z,FALSE,NA,1188186859261906944,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rafaeljose0730,1302,TRUE,FALSE,NA,NA
RT @FNATIC: It was like 2017 all along... #Worlds2019,FALSE,0,NA,2019-10-26T20:13:16Z,FALSE,NA,1188186854677458944,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Knight_unnamed,320,TRUE,FALSE,NA,NA
RT @G2esports: Explain #Worlds2019  quarterfinals in 4 words. https://t.co/Tk6eZ7j6DA,FALSE,0,NA,2019-10-26T20:13:10Z,FALSE,NA,1188186831097085953,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KrixDo,151,TRUE,FALSE,NA,NA
RT @lolesports: When you've accepted your fate... #Worlds2019 https://t.co/QxjznZBg3N,FALSE,0,NA,2019-10-26T20:13:05Z,FALSE,NA,1188186809336913920,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",krexasaurus,716,TRUE,FALSE,NA,NA
"RT @LVPesLoL: FNATIC! FNATIC! FNATIC! @FNATIC 🧡

#WorldsCuartosMadrid #LIVEconOrange #Worlds2019 https://t.co/NqcVAGatok",FALSE,0,NA,2019-10-26T20:13:00Z,FALSE,NA,1188186788365512705,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Capi_tan_,83,TRUE,FALSE,NA,NA
RT @FNATIC: We live and die for this crowd. #Worlds2019 https://t.co/HkVA32ddVg,FALSE,0,NA,2019-10-26T20:12:58Z,FALSE,NA,1188186781897940997,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jesusrba2808,181,TRUE,FALSE,NA,NA
RT @FNATIC: Well... #Worlds2019 https://t.co/Jv0duCagJn,FALSE,0,NA,2019-10-26T20:12:50Z,FALSE,NA,1188186745646538758,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DRDoys,1561,TRUE,FALSE,NA,NA
RT @NachoMCB9: #Worlds2019 rakan cazando a rekkles por quinta vez https://t.co/BI2DN9ZbbG,FALSE,0,NA,2019-10-26T20:12:40Z,FALSE,NA,1188186706413010944,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Happyb24011002,35,TRUE,FALSE,NA,NA
RT @ierrejon: Este fin de semana se congregan en Madrid miles de personas con motivo de los cuartos de final de los #Worlds2019 de League o…,FALSE,0,NA,2019-10-26T20:12:40Z,FALSE,NA,1188186703632228352,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cristobal_cm_99,607,TRUE,FALSE,NA,NA
"RT @EmpolgouCBLOL: Momento exato da derrota da Griffin
#Worlds2019 https://t.co/6vJI4nFttV",FALSE,0,NA,2019-10-26T20:12:34Z,FALSE,NA,1188186681045901312,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",__fazsentido__,6,TRUE,FALSE,NA,NA
RT @FNATIC: It was like 2017 all along... #Worlds2019,FALSE,0,NA,2019-10-26T20:12:18Z,FALSE,NA,1188186613052051456,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",LunarEagle1996,320,TRUE,FALSE,NA,NA
"RT @LVPesLoL: PENTAAAAAAAAAAAAAAAAAAKIIIIIIIIIIIIIILL DE VIPER!

📺 https://t.co/NxonB2jHCW

#WorldsCuartosMadrid #LIVEconOrange #Worlds2019…",FALSE,0,NA,2019-10-26T20:12:14Z,FALSE,NA,1188186597742862336,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JavierLeGo88,67,TRUE,FALSE,NA,NA
